0.mp3|അതിന്റെ ടിന്നില്‍ തന്നെ അത് എഴുതിയിട്ടുണ്ട്
1.mp3|മറ്റൊരു പ്രധാനമായ കാരണം കേരളത്തിലെ സുശക്തമായ യുവജനപ്രസ്ഥാനങ്ങളാണ്.
2.mp3|വിരസ നിമിഷങ്ങൾ സരസമാക്കവാനിവ ധാരാളമാണെനിക്കെന്നും
3.mp3|ഗാന്ധിയെയും നെഹ്രുവിനെയും രാഷ്ട്രീയമായി പൂർണ്ണമായും വേർതിരിച്ച് കാണാനുള്ള ശ്രമങ്ങൾ ഇന്നുണ്ട്.
4.mp3|എന്തുകൊണ്ടാണ് ഹിന്ദുത്വ ഗാന്ധിയെ വെടിവെച്ച് കൊന്നതെന്ന് വേറെ കാരണം തെരക്കണമോ?
5.mp3|പ്രായപൂർത്തിയായതും മതിയായ വിദ്യാഭ്യാസമുള്ളതുമായ യുവതി സ്വന്തം ഇഷ്ടപ്രകാരം മതപരിവർത്തനം ചെയ്തതാണെന്ന് കണ്ടെത്തി.
6.mp3|അയോധ്യയിൽ പത്തൊമ്പതാം നൂറ്റാണ്ടിന്റെ പകുതി മുതൽക്കെങ്കിലും ഹിന്ദു-മുസ്ലിം വർഗ്ഗീയ സംഘർഷങ്ങൾ ഉണ്ടായിട്ടുണ്ട്.
7.mp3|അതുവഴി മാപ്ലപ്പാട്ടിന് കേരളത്തിലൂടെ നീണ്ട പ്രചാരം നൽകാനും ആസക്തരെ സൃഷ്ടിക്കാനും അദ്ദേഹത്തിന് കഴിഞ്ഞു.
8.mp3|താപനില നിലയങ്ങൾ മാത്രമല്ല അവയ്ക്കാവശ്യമായ ഇന്ധന മേഖലയും സ്വകാര്യവൽക്കരിക്കലിന്റെ ഫലമാണ് ഇത്
9.mp3|ഇന്ത്യയുടെ സാമൂഹിക വിപ്ലവത്തിന്റെ വേഗത തന്നെ നിർണ്ണയിച്ചത് ഈ കറാച്ചി പ്രേമമായിരുന്നുവെന്ന് കാണാം
10.mp3|അതിനുവേണ്ടി ഇതിലെ സങ്കീർണതകൾ പരമാവധി കുറയ്ക്കാൻ കഴിയണം.
11.mp3|അന്ന് ലണ്ടനിൽ പഠിച്ചിരുന്ന മകൾ യാമിനിയാണ് പുസ്തകത്തിന്റെ ഒരു പതിപ്പ് അദ്ദേഹത്തിന് കൊടുത്തത് അത്രേ
12.mp3|പ്രതിഷേധിക്കുന്നവരെ ക്രൂരമായി കൈകാര്യം ചെയ്യാനാണ് അവർക്ക് ലഭിച്ച നിർദ്ദേശം.
13.mp3|എന്നാൽ ഇന്ന് കണ്ണൻ നായർ ജനപ്രതിനിധികൾക്ക് പോലെ ക്ലാസ്സെടുക്കുന്ന പരിശീലകനാണ്.
14.mp3|ഭൂമധ്യരേഖയിൽ നിന്ന് വളരെ അടുത്ത് കിടക്കുന്നതിനാൽ കേരളത്തിൽ ഉഷ്ണമേഖലാ കാലാവസ്ഥയാണ് അനുഭവപ്പെടുന്നത്.
15.mp3|ഇന്ന് വൈകുന്നേരം വരെ ആകെ മൂന്നു കോടി ഒരു ലക്ഷത്തി എഴുനൂറ്റി പതിനാറ് ഡോസ് വാക്സിനാണ് നൽകിയത്.
16.mp3|കുമരകത്ത് പരിശീലനത്തിൽ പങ്കെടുത്ത ആളുകൾക്കുള്ള താമസം ഓരോ വീടുകളിലും ആയിരുന്നു
17.mp3|ഒരു പത്തൊൻപത് വയസ്സുകാരനെ അഞ്ചു കൊല്ലമായി നിരീക്ഷിച്ച് നിരീക്ഷിച്ച് പഠിച്ചതിനു ശേഷമാണ് അറസ്റ്റ്.
