0.mp3|وَأَمَّا الشِّبْرُ الثَّالِثُ فَهِي هَاتَ لَا يَنْالُهُ أَحَدٌ أَبَدًا
1.mp3|وَقَدْ كَانَتْ لَهُ الْمَنْزِلَةُ الْعَالِيَّةُ فِي الْفَضْلِ وَالْأَثَرِ الْمَشْهُورِ فِي الْإِسْلَامِ
2.mp3|إنَّ أَقْرَبَ الدَّعَاوَاتِ مِنْ الْإِجَابَةِ دَعْوَةُ السُّلْطَانِ الصَّالِحِ
3.mp3|فَكَانَ مِنْ لَطِيفِ مَا دَبَّرَهُ وَبَدِيعِ مَا قَدَّرَهُ
4.mp3|وَإِنْ كَانَ الْإِسْتِحْسَانُ لِلسُّورَةِ وَالْحَرَكَاتِ حَدَثَتْ رُتْبَةً ثَامِنَةً وَهِيَ الْعِشْقُ وَسَبَبُهُ الطَّمَعُ
5.mp3|ولا يتمنونه أبدا بما قدمت أيديهم والله عليم بالظالمين.
6.mp3|قُلِ اللَّهُ يُنَجِّيكُم مِنها وَمِن كُلِّ كَربٍ ثُمَّ أَنْتُمْ تُشْرِكُونَ
7.mp3|رَضِيَ اللَّهُ عَنْهُ فَأَتَى طَلْحَةً بِكِتَابِهِ إلَى عُمَرَ لِيَخْتِمَهُ
8.mp3|ولقد آتينا موسى وهارون الفرقان وضياء وذكرى للمتقين
9.mp3|فَأَخَذْتْهُمُ الرَّجْفَةُ فَأَصْبَحُوا فِي دَارِهِمْ جاثِمِينَ
10.mp3|إني أريد أن تبوأ بإثمي وإثمك فتكون من أصحاب النار وذلك جزاء الظالمين
11.mp3|سر من عاش ماله فإذا حاسبه الله سر الإعدام والثاني.
12.mp3|فَقَدْ بُعِثَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَالْعَرَبُ أَشَدُّ تَقَاطُعًا وَتَعَادِيًا
13.mp3|فَإِذَا كَانَتْ فِي الْكَلَامِ كَانَتْ رَمْزًا وَإِنْ كَانَتْ فِي الشَّعْرِ كَانَتْ لُغْزًا
14.mp3|قُلْ سِيرُوا فِي الْأَرْضِ فَانْظُرُوا كَيْفَ كَانَ عَاقِبَةُ الَّذِينَ مِنْ قَبْلُ كَانَ أَكْثَرُهُمْ مُشْرِكِينَ
15.mp3|فَلَيْسَ دِينْ زَالَ سُلْطَانُهُ إلَّا بُدِّبَتْ أَحْكَامُهُ
16.mp3|لِيَبَيِّنَ لَهُمْ الَّذِي يَخْتَلِفُونَ فِيهِ وَلِيعْلَمَ الَّذِينَ كَفَرُوا أَنَّهُمْ كَانُوا كاذِبِينَ
17.mp3|ومن يوق شح نفسه فأولئك هم المفلحون، وروى محمد بن إبراهيم التيمي.
18.mp3|وَإِنْ كَانَ اسْتِقْبَاحُهُمْ لَهُ فِي مُكَاتَبَةِ الرُّؤَسَاءِ أَكْثَرَ
19.mp3|قال إنما أنا رسول ربك لأهب لك غلاما زكيّا
20.mp3|وَأَصحابُ الأِيكَةِ وَقَومُ تُبَّعٍ كُلُّ كَذَّبَ الرُّسُلَ فَحَقَّ وَعِيدٌ
21.mp3|ثُمَّ تَوَلَّيْتُمْ مِنْ بَعْدِ ذَلِكَ فَلَوْلا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنتُمْ مِنَ الْخَاسِرِينَ
22.mp3|وَيَوْمَ نُسَيِّرُ الْجِبَالَ وَتَرَى الْأَرْضَ بَارِزَةً وَحَشَرْنَاهُمْ فَلَمْ نُغَادِرْ مِنْهُمْ أَحَدًا
23.mp3|وَلَهُ الْجَوَارِ الْمُنْشَآاتُ فِي الْبَحْرِ كَالْأَعْدَاءِ
24.mp3|وإلهكم إله واحد لا إله إلا هو الرحمن الرحيم
25.mp3|وَإِلَى مُقَارَبَتِهِمْ مَندُوبًا يَنْبَغِي أَنْ يَكُونَ لَهُمْ رَاكِنًا
26.mp3|لِأَنَّ مَنْ اعْتَقَدَ أَنَّ الْعِلْمَ شَيْنٌ
27.mp3|وَلَيْسَ عَلَيْهِ ضَمَانُ النُّجْحِ لَا سِيَّمَا وَالْمَقَادِرُ غَالِبَةٌ
28.mp3|يخدعون الله والذين آمنوا وما يخدعون إلا أنفسهم وما يشعرون
29.mp3|فكفى بالله شهيدا بيننا وبينكم إن كنا عن عبادتكم لغافلين.
30.mp3|وَمَنْ يَعْصِ اللَّهَ وَرَسُولَهُ وَيَتَأَدَّى حُدُودَهُ يُدْخِلُهُ نَارًا خَالِدًا فِيهَا وَلَهُ عَذَابٌ مُهِينٌ
31.mp3|وَقِيلَ لِلْحَدَرِيِّ فَقَالَ مَا كَثُرَ عِجْزُهُ وَتَنَاسَبَتْ صُدُورُهُ وَأَعْجَازُهُ
32.mp3|وَقِيلَ ذَلِكَ لِلرُومِيِّ فَقَالَ حَسَانُ الْإِخْتِصَارِ عِنْدَ الْبَدِيحَةِ وَالْغَزَارَةُ يَوْمَ الْإِطَالَةِ
33.mp3|وَأَنْ يُوصَلَ إلَى مُسْتَحِقِّهِ بِقَدْرِ الطَّاقَةِ وَتَدْبِيرِ ذَلِكَ مُسْتَصْعَبٌ
34.mp3|وَهُوَ الَّذِي جَعَلَ لَكُمْ اللَّيْلَ لِبَاسًا وَالنَّوْمَ سُبَاتًا وَجَعَلَ النَّهَارَ نُشُورًا
35.mp3|إن الرحم إذا تماست تعاطفت
36.mp3|فَلَا يَفِي مَا أَدْرَكُوهُ مِنْ فَضِيلَةِ الْعِلْمِ بِمَا لَحِقَهُمْ مِنْ نَقْصِ الْعُجْبِ
37.mp3|وَإِنَّمَا هُوَ جَهْلٌ يَسْتَضِلُّ بِهِ الْأَدْنَى يَرْتَفِقُ بِهِ التَّابعُ
38.mp3|وَمَنْ أَرَادَ الْآخِرَةَ وَسَعَى لَهَا سَعْيَهَا وَهُوَ مُؤْمِنٌ فَأُولَئِكَ كَانَ سَعْيُهُمْ مَشْكُورًا
39.mp3|وَالثَّالِثُ أَنَّهُ السَّمْتُ الْحَسَنُ وَهُوَ قَوْلُ عُثْمَانَ بْنِ عَفْفَانَ رَضِيَ اللَّهُ عَنْهُ
40.mp3|وَلَوْ عَلِمَ اللَّهُ فِيهِمْ خَيْرًا لَأَسْمَعَهُمْ وَلَوْ أَسْمَعَهُمْ لَتَوَلَّوْا وَهُمْ مُعْرِضُونَ
41.mp3|وَإِنَّ شَرَّ الْأَبْنَاتِ مَنْ دَعَاهُ التَّقْصِيرُ إلَى الْعُقُوبِ
42.mp3|قال رب إني وهنا العظم مني واشتعل الرأس شيبا ولم أكن بدعائك ربي شقييا
43.mp3|وجعلنا منهم أئمة يهدون بأمرنا لما صبروا وكانوا بآياتنا يوقنون
44.mp3|وَمَنْ أَيْقَنَ بِالْمُجَازَةِ لَمْ يُؤْثِرْ عَلَى الْحُسْنَى
45.mp3|وَإِذَا حُشِرَ النَّاسُ كَانُوا لَهُمْ أَعْدَاءً وَكَانُوا بِعِبَادَتِهِمْ كَافِرِينَ
46.mp3|إِنَّهُ كَانَ فَرِيقٌ مِنْ عِبَادِي يَقُولُونَ رَبَّنَا آمَنَّا فَاغْفِرْ لَنَا وَارْحَمْنَا وَأَنْتَ خَيْرُ الرَّاحِمِينَ
47.mp3|حتى إذا بلغ بين السدين وجد من دونهما قوما لا يكادون يفقهون قوله.
48.mp3|فَأَقْبَلَتْ امْرَأَتُهُ فِي سَرَّةٍ فَسَقَّتْ وَجْهَهَا وَقَالَتْ عَجُوزٌ عَقِيمٌ
49.mp3|وَاللَّهِ مَا أَدْرِي أَنْتَ الْخَلِيفَةُ أَمْ عُمَرُ ؟ فَقَالَ
